id	de	level	ko	note	model
klar	klar	a1	분명한, 명확한, 물론	Klar! 구어 '물론'	claude-fable-5-1
klasse	die Klasse	a1	학급, 등급, 학년		claude-fable-5-1
kleidung	die Kleidung	a1	옷, 의류	단수만 씀, 집합명사	claude-fable-5-1
mehr	mehr	a1	더, 더 많이	viel의 비교급	claude-fable-5-1
mein	mein	a1	나의, 내	소유관사, 격변화함	claude-fable-5-1
meist	meist-	a1	대부분의, 대다수의	주로 die meisten 꼴	claude-fable-5-1
mensch	der Mensch	a1	사람, 인간	n-변화 명사	claude-fable-5-1
mieten	mieten	a1	빌리다, 임차하다	vermieten(빌려주다)과 구별	claude-fable-5-1
miete	die Miete	a1	집세, 임대료		claude-fable-5-1
milch	die Milch	a1	우유	복수형 없음	claude-fable-5-1
mit	mit	a1	~와 함께, ~을 넣은, ~로	3격 지배	claude-fable-5-1
mitbringen	mitbringen	a1	가져오다, 사 오다	분리동사	claude-fable-5-1
mitkommen	mitkommen	a1	함께 가다, 같이 오다	분리동사	claude-fable-5-1
mitmachen	mitmachen	a1	참여하다, 함께 하다	분리동사	claude-fable-5-1
mitnehmen	mitnehmen	a1	데려가다, 가져가다	분리동사	claude-fable-5-1
mitte	die Mitte	a1	가운데, 중앙, 중순		claude-fable-5-1
moebel	die Möbel	a1	가구	복수형만 씀	claude-fable-5-1
moechten	möchten	a1	~하고 싶다, ~을 원하다	mögen의 접속법2식, 정중함	claude-fable-5-1
moegen	mögen	a1	좋아하다	화법조동사, ich mag	claude-fable-5-1
moeglich	möglich	a1	가능한		claude-fable-5-1
moment	der Moment	a1	순간, 잠깐	Einen Moment! 잠깐만요	claude-fable-5-1
morgen	morgen	a1	내일	der Morgen(아침)과 구별	claude-fable-5-1
muede	müde	a1	피곤한, 졸린		claude-fable-5-1
mund	der Mund	a1	입	복수 Münder	claude-fable-5-1
muessen	müssen	a1	~해야 한다	화법조동사, ich muss	claude-fable-5-1
mutter	die Mutter	a1	어머니	복수 Mütter	claude-fable-5-1
nach	nach	a1	~로, ~후에, ~지나	3격, 지명·집 방향에 씀	claude-fable-5-1
naechst	nächst-	a1	다음의, 가장 가까운	nah의 최상급	claude-fable-5-1
name	der Name	a1	이름, 성명	n-변화 명사, 2격 -ns	claude-fable-5-1
nehmen	nehmen	a1	잡다, 고르다, 타다	불규칙, 약·음식에도 씀	claude-fable-5-1
nein	nein	a1	아니요		claude-fable-5-1
neu	neu	a1	새로운, 새		claude-fable-5-1
nicht	nicht	a1	~않다, ~아니다	부정어, kein과 구별	claude-fable-5-1
nichts	nichts	a1	아무것도, 아무것도 아님	뒤 형용사는 명사화(-es)	claude-fable-5-1
nie	nie	a1	결코, 한 번도, 절대		claude-fable-5-1
noch	noch	a1	아직, 더, 또		claude-fable-5-1
normal	normal	a1	정상적인, 보통의		claude-fable-5-1
nummer	die Nummer	a1	번호, 호수		claude-fable-5-1
nur	nur	a1	오직, ~만, 단지		claude-fable-5-1
oben	oben	a1	위에, 위층에		claude-fable-5-1
obst	das Obst	a1	과일	집합명사, 복수형 없음	claude-fable-5-1
oder	oder	a1	또는, 아니면	entweder ... oder	claude-fable-5-1
oeffnen	öffnen	a1	열다, 개점하다	aufmachen과 같은 뜻	claude-fable-5-1
geoeffnet	geöffnet	a1	열린, 영업 중인	öffnen의 과거분사	claude-fable-5-1
oft	oft	a1	자주, 종종	비교급 öfter	claude-fable-5-1
ohne	ohne	a1	~없이	4격 지배	claude-fable-5-1
oma	die Oma	a1	할머니	구어, Großmutter	claude-fable-5-1
opa	der Opa	a1	할아버지	구어, Großvater	claude-fable-5-1
ordnung	die Ordnung	a1	정리, 질서, 순서	in Ordnung = 괜찮다	claude-fable-5-1
ort	der Ort	a1	곳, 장소, 마을		claude-fable-5-1
papier	das Papier	a1	종이, 서류	서류 뜻은 복수형	claude-fable-5-1
papiere	die Papiere	a1	서류, 신분증	Papier의 복수형	claude-fable-5-1
partner	der Partner	a1	파트너, 동반자, 동업자		claude-fable-5-1
partnerin	die Partnerin	a1	여성 파트너, 여성 동반자	Partner의 여성형	claude-fable-5-1
party	die Party	a1	파티	복수 Partys	claude-fable-5-1
pass	der Pass	a1	여권	Reisepass의 줄임	claude-fable-5-1
pause	die Pause	a1	휴식, 쉬는 시간	Pause machen	claude-fable-5-1
plan	der Plan	a1	계획, 지도	Stadtplan = 시내 지도	claude-fable-5-1
platz	der Platz	a1	자리, 좌석, 광장	Platz nehmen = 앉다	claude-fable-5-1
polizei	die Polizei	a1	경찰	단수형만 씀	claude-fable-5-1
pommes-frites	die Pommes frites	a1	감자튀김	복수형만 씀, 구어 Pommes	claude-fable-5-1
post	die Post	a1	우체국, 우편물		claude-fable-5-1
postleitzahl	die Postleitzahl	a1	우편번호	약어 PLZ	claude-fable-5-1
klein	klein	a1	작은, 어린		claude-fable-5-1
kochen	kochen	a1	요리하다, 끓다, 끓이다		claude-fable-5-1
koffer	der Koffer	a1	여행 가방, 트렁크		claude-fable-5-1
kollege	der Kollege	a1	동료	n-변화, 여성형 Kollegin	claude-fable-5-1
kommen	kommen	a1	오다, 출신이다	sein 완료	claude-fable-5-1
koennen	können	a1	~할 수 있다, ~할 줄 알다	화법조동사	claude-fable-5-1
konto	das Konto	a1	계좌	복수 Konten	claude-fable-5-1
kopf	der Kopf	a1	머리	im Kopf rechnen: 암산	claude-fable-5-1
kosten	kosten	a1	값이 ~이다, 비용·시간이 들다		claude-fable-5-1
krank	krank	a1	아픈, 병든		claude-fable-5-1
kriegen	kriegen	a1	받다, 얻다, 잡다	구어, =bekommen	claude-fable-5-1
kueche	die Küche	a1	부엌, 요리		claude-fable-5-1
kuchen	der Kuchen	a1	케이크, 과자	Küche와 혼동 주의	claude-fable-5-1
kugelschreiber	der Kugelschreiber	a1	볼펜	줄여서 Kuli	claude-fable-5-1
kuehlschrank	der Kühlschrank	a1	냉장고		claude-fable-5-1
kulturell	kulturell	a1	문화적인, 문화의		claude-fable-5-1
sich-kuemmern	sich kümmern	a1	돌보다, 신경 쓰다	재귀동사, um + 4격	claude-fable-5-1
kunde	der Kunde	a1	고객, 손님	n-변화, 여성형 Kundin	claude-fable-5-1
kurs	der Kurs	a1	강좌, 코스		claude-fable-5-1
kurz	kurz	a1	짧은, 잠깐	kurz vor: 직전에	claude-fable-5-1
lachen	lachen	a1	웃다	lachen über + 4격	claude-fable-5-1
laden	der Laden	a1	가게, 상점	복수 Läden	claude-fable-5-1
land	das Land	a1	나라, 시골, 땅	auf dem Land: 시골에서	claude-fable-5-1
lang	lang	a1	긴, 길이가 ~인		claude-fable-5-1
lange	lange	a1	오래, 오랫동안	wie lange: 얼마나 오래	claude-fable-5-1
langsam	langsam	a1	느린, 천천히, 서서히		claude-fable-5-1
laufen	laufen	a1	걷다, 달리다, 상영되다	sein 완료, 강변화	claude-fable-5-1
laut	laut	a1	시끄러운, 큰 소리의, ~에 따르면	전치사 laut: 3격/2격	claude-fable-5-1
leben	leben	a1	살다, 살아 있다	wohnen과 구별	claude-fable-5-1
leben-2	das Leben	a1	삶, 생활, 생명		claude-fable-5-1
lebensmittel	die Lebensmittel	a1	식료품	복수형으로 씀	claude-fable-5-1
ledig	ledig	a1	미혼의		claude-fable-5-1
legen	legen	a1	놓다, 눕히다	장소 이동은 4격	claude-fable-5-1
lehrer	der Lehrer	a1	교사, 선생님	여성형 Lehrerin	claude-fable-5-1
leicht	leicht	a1	가벼운, 쉬운		claude-fable-5-1
leider	leider	a1	유감스럽게도, 안타깝게도		claude-fable-5-1
leise	leise	a1	조용한, 작은 소리의		claude-fable-5-1
lernen	lernen	a1	배우다, 공부하다		claude-fable-5-1
lesen	lesen	a1	읽다	강변화, du liest	claude-fable-5-1
letzt	letzt-	a1	마지막의, 지난	항상 어미 붙여 씀	claude-fable-5-1
leute	die Leute	a1	사람들	복수형만 씀	claude-fable-5-1
licht	das Licht	a1	빛, 불, 조명	Licht anmachen: 불 켜다	claude-fable-5-1
lieb	lieb-	a1	친애하는, 착한, 사랑스러운	편지 첫머리, lieber 참조	claude-fable-5-1
lieben	lieben	a1	사랑하다		claude-fable-5-1
lieber	lieber	a1	더 좋아하여, 차라리	gern의 비교급	claude-fable-5-1
lieblings	Lieblings-	a1	가장 좋아하는	명사 앞에 붙여 씀	claude-fable-5-1
lied	das Lied	a1	노래	복수 Lieder	claude-fable-5-1
liegen	liegen	a1	누워 있다, 놓여 있다, 위치하다	위치는 3격, legen과 구별	claude-fable-5-1
links	links	a1	왼쪽에, 왼쪽으로	nach links: 왼쪽으로	claude-fable-5-1
lkw	der Lkw	a1	트럭, 화물차	Lastkraftwagen의 약자	claude-fable-5-1
lokal	das Lokal	a1	음식점, 술집		claude-fable-5-1
loesung	die Lösung	a1	해결책, 해답, 정답		claude-fable-5-1
lustig	lustig	a1	재미있는, 우스운, 명랑한		claude-fable-5-1
machen	machen	a1	하다, 만들다	macht nichts: 괜찮다	claude-fable-5-1
maedchen	das Mädchen	a1	소녀, 여자아이	중성 명사	claude-fable-5-1
man	man	a1	사람들, 누구나	부정대명사, 동사 3인칭 단수	claude-fable-5-1
mann	der Mann	a1	남편, 남자	복수 Männer	claude-fable-5-1
maennlich	männlich	a1	남성의, 남자의		claude-fable-5-1
maschine	die Maschine	a1	기계, 비행기	합성어 Waschmaschine 등	claude-fable-5-1
meer	das Meer	a1	바다	am Meer: 바닷가에서	claude-fable-5-1
sein	sein	a1	~이다, 있다	불규칙, 완료형 조동사	claude-fable-5-1
weg-sein	weg sein	a1	가고 없다, 떠나고 없다	구어	claude-fable-5-1
zu-sein	zu sein	a1	닫혀 있다	구어, geschlossen	claude-fable-5-1
seit	seit	a1	~부터, ~이래로	3격 지배, 접속사로도 씀	claude-fable-5-1
selbststaendig	selbstständig	a1	자영업의, 독립적인, 자립적인		claude-fable-5-1
sich	sich	a1	자기 자신을, 자기 자신에게	재귀대명사, 3인칭·존칭	claude-fable-5-1
sie	sie	a1	그녀, 당신, 그들	대문자 Sie는 존칭	claude-fable-5-1
sitzen	sitzen	a1	앉아 있다, 옷이 맞다	불규칙 saß, gesessen	claude-fable-5-1
so	so	a1	이렇게, 그렇게, ~만큼	so … wie: ~만큼 ~한	claude-fable-5-1
sofa	das Sofa	a1	소파		claude-fable-5-1
sofort	sofort	a1	즉시, 당장	ab sofort: 지금부터	claude-fable-5-1
sohn	der Sohn	a1	아들	복수 Söhne	claude-fable-5-1
sollen	sollen	a1	~해야 하다, ~하라고 하다	화법조동사, 타인의 요구	claude-fable-5-1
sonne	die Sonne	a1	해, 태양		claude-fable-5-1
spaet	spät	a1	늦은, 늦게	wie spät=몇 시	claude-fable-5-1
spaeter	später	a1	나중에, 후에	spät의 비교급	claude-fable-5-1
speisekarte	die Speisekarte	a1	메뉴판, 차림표		claude-fable-5-1
spielen	spielen	a1	놀다, 연주하다, 경기하다	악기·게임 이름은 관사 없이	claude-fable-5-1
sport	der Sport	a1	스포츠, 운동	Sport machen: 운동하다	claude-fable-5-1
sprache	die Sprache	a1	언어, 말		claude-fable-5-1
sprechen	sprechen	a1	말하다, 이야기하다	불규칙, mit+3격	claude-fable-5-1
stadt	die Stadt	a1	도시, 시내	복수 Städte	claude-fable-5-1
stehen	stehen	a1	서 있다, 쓰여 있다	불규칙 stand, gestanden	claude-fable-5-1
stelle	die Stelle	a1	일자리, 자리, 부분		claude-fable-5-1
stellen	stellen	a1	세우다, 놓다	방향은 4격, sich stellen=서다	claude-fable-5-1
stock	der Stock	a1	층	1. Stock=한국식 2층	claude-fable-5-1
strasse	die Straße	a1	길, 거리, 도로		claude-fable-5-1
strassenbahn	die Straßenbahn	a1	전차, 트램		claude-fable-5-1
studieren	studieren	a1	대학에서 공부하다, 전공하다	대학 공부에만 씀	claude-fable-5-1
studium	das Studium	a1	대학 공부, 학업	복수 Studien	claude-fable-5-1
student	der Student	a1	대학생	여성형 Studentin, n-변화	claude-fable-5-1
stunde	die Stunde	a1	시간, 수업 시간	Uhr는 시각, Stunde는 시간량	claude-fable-5-1
suchen	suchen	a1	찾다, 구하다	4격 목적어	claude-fable-5-1
tanzen	tanzen	a1	춤추다		claude-fable-5-1
tasche	die Tasche	a1	가방, 주머니		claude-fable-5-1
taxi	das Taxi	a1	택시	mit dem Taxi fahren	claude-fable-5-1
tee	der Tee	a1	차		claude-fable-5-1
teil	der Teil	a1	부분, 편	zum Teil: 부분적으로	claude-fable-5-1
telefonieren	telefonieren	a1	전화 통화하다	mit+3격, anrufen과 구별	claude-fable-5-1
telefon	das Telefon	a1	전화, 전화기		claude-fable-5-1
termin	der Termin	a1	예약, 약속, 일정	병원·관공서 약속	claude-fable-5-1
test	der Test	a1	시험, 테스트		claude-fable-5-1
teuer	teuer	a1	비싼	비교급 teurer	claude-fable-5-1
text	der Text	a1	글, 텍스트, 본문		claude-fable-5-1
thema	das Thema	a1	주제, 테마	복수 Themen	claude-fable-5-1
ticket	das Ticket	a1	표, 티켓		claude-fable-5-1
tisch	der Tisch	a1	탁자, 식탁, 책상		claude-fable-5-1
tochter	die Tochter	a1	딸	복수 Töchter	claude-fable-5-1
toilette	die Toilette	a1	화장실		claude-fable-5-1
tomate	die Tomate	a1	토마토		claude-fable-5-1
tot	tot	a1	죽은		claude-fable-5-1
treffen	(sich) treffen	a1	만나다, 마주치다	불규칙, 재귀형은 서로 만나다	claude-fable-5-1
treppe	die Treppe	a1	계단		claude-fable-5-1
trinken	trinken	a1	마시다	불규칙 trank, getrunken	claude-fable-5-1
tschuess	tschüss	a1	안녕, 잘 가	헤어질 때, 구어	claude-fable-5-1
tun	tun	a1	하다, 행하다	weh tun 아프다, leid tun 유감	claude-fable-5-1
ueber	über	a1	~위에, ~을 넘어, ~이상	3·4격 지배, 이동은 4격	claude-fable-5-1
uebernachten	übernachten	a1	묵다, 숙박하다	비분리동사, bei+3격	claude-fable-5-1
ueberweisen	überweisen	a1	송금하다, 이체하다, 진료 의뢰하다	비분리동사, 불규칙	claude-fable-5-1
uhr	die Uhr	a1	시, 시계	시각 표현엔 단수	claude-fable-5-1
praktikum	das Praktikum	a1	인턴십, 실습	복수형 Praktika	claude-fable-5-1
praxis	die Praxis	a1	병원, 진료소, 실제	복수형 Praxen	claude-fable-5-1
preis	der Preis	a1	가격, 값, 상		claude-fable-5-1
problem	das Problem	a1	문제		claude-fable-5-1
prospekt	der Prospekt	a1	안내 책자, 팸플릿		claude-fable-5-1
pruefung	die Prüfung	a1	시험	Prüfung bestehen=합격	claude-fable-5-1
puenktlich	pünktlich	a1	정시의, 시간을 지키는	부사로도 씀	claude-fable-5-1
rad-fahren	Rad fahren	a1	자전거를 타다	fährt Rad로 분리	claude-fable-5-1
rauchen	rauchen	a1	담배를 피우다, 흡연하다	명사형 das Rauchen	claude-fable-5-1
raum	der Raum	a1	방, 실, 공간	복수형 Räume	claude-fable-5-1
rechnung	die Rechnung	a1	계산서, 청구서		claude-fable-5-1
rechts	rechts	a1	오른쪽에, 오른쪽으로		claude-fable-5-1
regnen	regnen	a1	비가 오다	비인칭 es regnet	claude-fable-5-1
regen	der Regen	a1	비	bei Regen 비가 오면	claude-fable-5-1
reis	der Reis	a1	쌀, 밥		claude-fable-5-1
reisen	reisen	a1	여행하다	완료형 sein	claude-fable-5-1
reise	die Reise	a1	여행		claude-fable-5-1
reisebuero	das Reisebüro	a1	여행사		claude-fable-5-1
reisefuehrer	der Reiseführer	a1	여행 안내서, 여행 가이드	책도 사람도 뜻함	claude-fable-5-1
reparieren	reparieren	a1	수리하다, 고치다		claude-fable-5-1
reparatur	die Reparatur	a1	수리		claude-fable-5-1
restaurant	das Restaurant	a1	레스토랑, 식당		claude-fable-5-1
rezeption	die Rezeption	a1	접수처, 프런트		claude-fable-5-1
richtig	richtig	a1	올바른, 정확한, 맞는		claude-fable-5-1
riechen	riechen	a1	냄새가 나다, 냄새를 맡다	nach+3격 ~냄새가 나다	claude-fable-5-1
ruhig	ruhig	a1	조용한, 편하게, 얼마든지	예문 4는 불변화사 용법	claude-fable-5-1
saft	der Saft	a1	주스, 즙		claude-fable-5-1
sagen	sagen	a1	말하다	Sag mal=저기, 있잖아	claude-fable-5-1
salat	der Salat	a1	샐러드, 상추		claude-fable-5-1
salz	das Salz	a1	소금		claude-fable-5-1
satz	der Satz	a1	문장	복수형 Sätze	claude-fable-5-1
s-bahn	die S-Bahn	a1	에스반, 도시 철도	근교 전철	claude-fable-5-1
schalter	der Schalter	a1	창구, 스위치		claude-fable-5-1
scheinen	scheinen	a1	빛나다, ~인 것 같다	~인 것 같다: zu 부정사	claude-fable-5-1
schicken	schicken	a1	보내다		claude-fable-5-1
schild	das Schild	a1	표지판, 간판, 꼬리표	복수형 Schilder	claude-fable-5-1
schinken	der Schinken	a1	햄		claude-fable-5-1
schlafen	schlafen	a1	자다, 묵다	불규칙 schläft	claude-fable-5-1
schlecht	schlecht	a1	나쁜, 안 좋은, 메스꺼운	1번 예문은 관용구	claude-fable-5-1
schliessen	schließen	a1	닫다, 닫히다, 문을 닫다	과거분사 geschlossen	claude-fable-5-1
geschlossen	geschlossen	a1	닫힌, 휴업의	schließen의 과거분사	claude-fable-5-1
schluss	der Schluss	a1	끝, 마지막, 결말	Schluss machen 끝내다	claude-fable-5-1
schluessel	der Schlüssel	a1	열쇠		claude-fable-5-1
schmecken	schmecken	a1	맛이 나다, 맛있다	3격 사람: ~에게 맛있다	claude-fable-5-1
schnell	schnell	a1	빠른, 빨리	부사로도 씀	claude-fable-5-1
schon	schon	a1	이미, 벌써	schön과 혼동 주의	claude-fable-5-1
schoen	schön	a1	아름다운, 좋은, 즐거운		claude-fable-5-1
schrank	der Schrank	a1	장, 찬장, 옷장	복수형 Schränke	claude-fable-5-1
schreiben	schreiben	a1	쓰다	과거분사 geschrieben	claude-fable-5-1
schuh	der Schuh	a1	신발, 구두	보통 복수 Schuhe	claude-fable-5-1
schule	die Schule	a1	학교		claude-fable-5-1
schueler	der Schüler	a1	학생	초·중·고생, 대학생은 Student	claude-fable-5-1
schwer	schwer	a1	무거운, 어려운, 힘든		claude-fable-5-1
schwester	die Schwester	a1	언니·누나·여동생, 간호사	Schwester Anna=간호사	claude-fable-5-1
schwimmen	schwimmen	a1	수영하다, 헤엄치다	완료형 ist geschwommen	claude-fable-5-1
schwimmbad	das Schwimmbad	a1	수영장		claude-fable-5-1
see	der See	a1	호수	die See는 바다	claude-fable-5-1
sehen	sehen	a1	보다	불규칙 sieht/gesehen	claude-fable-5-1
sehenswuerdigkeit	die Sehenswürdigkeit	a1	명소, 관광지	보통 복수로 씀	claude-fable-5-1
sehr	sehr	a1	매우, 아주		claude-fable-5-1
um	um	a1	~시에, ~둘레에, ~주위에	4격 지배	claude-fable-5-1
umziehen	umziehen	a1	이사하다	분리동사, sein 완료	claude-fable-5-1
und	und	a1	그리고, ~와		claude-fable-5-1
unser	unser-	a1	우리의	소유관사, 어미 변화	claude-fable-5-1
unten	unten	a1	아래에, 아래층에	nach unten = 아래로	claude-fable-5-1
unter	unter	a1	~아래에, ~밑에	3·4격 지배, 이동은 4격	claude-fable-5-1
unterricht	der Unterricht	a1	수업	보통 단수로 씀	claude-fable-5-1
unterschreiben	unterschreiben	a1	서명하다	비분리동사, 과거분사 ge- 없음	claude-fable-5-1
unterschrift	die Unterschrift	a1	서명, 사인		claude-fable-5-1
urlaub	der Urlaub	a1	휴가	Urlaub machen/nehmen	claude-fable-5-1
vater	der Vater	a1	아버지	복수 Väter	claude-fable-5-1
verboten	verboten	a1	금지된	verbieten의 과거분사	claude-fable-5-1
verdienen	verdienen	a1	벌다, ~할 자격이 있다		claude-fable-5-1
verein	der Verein	a1	협회, 클럽, 동호회		claude-fable-5-1
verheiratet	verheiratet	a1	결혼한, 기혼의	mit + 3격	claude-fable-5-1
verkaufen	verkaufen	a1	팔다		claude-fable-5-1
verkaeufer	der Verkäufer	a1	판매원, 점원	여성형 Verkäuferin	claude-fable-5-1
vermieten	vermieten	a1	세놓다, 임대하다	mieten(빌리다)과 구별	claude-fable-5-1
vermieter	der Vermieter	a1	집주인, 임대인	여성형 Vermieterin	claude-fable-5-1
verstehen	verstehen	a1	이해하다, 알아듣다	불규칙, 비분리동사	claude-fable-5-1
verwandte	der Verwandte	a1	친척	형용사 변화 명사	claude-fable-5-1
viel	viel	a1	많이, 많은	viele + 복수명사	claude-fable-5-1
vielleicht	vielleicht	a1	아마도, 혹시		claude-fable-5-1
von	von	a1	~의, ~에서, ~로부터	3격 지배	claude-fable-5-1
vor	vor	a1	~앞에, ~전에	3·4격 지배, 시간은 3격	claude-fable-5-1
vorname	der Vorname	a1	이름	↔ Nachname(성)	claude-fable-5-1
vorsicht	die Vorsicht	a1	조심, 주의	Vorsicht! = 조심!	claude-fable-5-1
vorstellen	(sich) vorstellen	a1	소개하다, 상상하다	분리동사, 상상은 sich 3격	claude-fable-5-1
vorwahl	die Vorwahl	a1	지역번호		claude-fable-5-1
wandern	wandern	a1	하이킹하다, 도보 여행하다	sein 완료	claude-fable-5-1
wann	wann	a1	언제		claude-fable-5-1
warten	warten	a1	기다리다	auf + 4격	claude-fable-5-1
warum	warum	a1	왜		claude-fable-5-1
