# 문맥 주석이 없거나 사람이 먼저 확인할 예문. 고친 값은 gloss_overrides.jsonl에 같은 id로 적는다.
id	level	de	ko	reasons
sef632ac527	a1	Ich nehme die nächste Bahn.	저는 다음 기차를 탈게요.	no_gloss
sd62076988f	a1	Wir fahren lieber mit der Bahn als mit dem Bus.	우리는 버스보다 기차로 가는 게 더 좋아요.	no_gloss
se375f6c9e4	a1	Ich nehme die nächste S-Bahn.	저는 다음 S반을 탈게요.	no_gloss
s1be66855b9	a1	Ich komme mit der Bahn.	저는 기차로 갈게요.	no_gloss
s9c6d14e22f	a1	Komme ich hier zum Bahnhof?	이쪽으로 가면 기차역이 나오나요?	no_gloss
s4b676dde28	a1	Entschuldigung, komme ich hier zum Bahnhof?	실례합니다, 여기서 역으로 갈 수 있나요?	no_gloss
s5bb6da167b	a1	Ich bringe Sie zum Bahnhof.	제가 역까지 모셔다 드릴게요.	no_gloss
sd5e9df53b8	a1	Auf welchem Bahnsteig fährt der Zug?	기차는 몇 번 승강장에서 출발해요?	no_gloss
s52a3614422	a1	Auf Hauptbahnhöfen gibt es meist viele Bahnsteige.	중앙역에는 보통 승강장이 많아요.	no_gloss
s6f93363119	a1	Ich komme bald.	곧 갈게요.	no_gloss
s58201fd88a	a1	Auf Wiedersehen! Bis bald!	안녕히 가세요! 곧 또 봐요!	no_gloss
sdc80271823	a1	Besuchen Sie uns doch bald mal.	곧 저희를 한번 방문해 주세요.	no_gloss
s25f0b2f62a	a1	Geben Sie mir bitte so bald wie möglich Bescheid.	가능한 한 빨리 알려 주세요.	no_gloss
s27a17e582d	a1	Auf Wiedersehen, bis bald!	안녕히 가세요, 곧 봐요!	no_gloss
s4d484b8cf1	a1	Die Wohnung hat auch einen kleinen Balkon.	그 집에는 작은 발코니도 있어요.	no_gloss
s268aaf0fb7	a1	Drei Bananen, bitte!	바나나 세 개 주세요!	no_gloss
s014af09c60	a1	1 Kilo Bananen, bitte.	바나나 1킬로 주세요.	no_gloss
s78122d7637	a1	Die Bank schließt schon um vier Uhr.	은행은 벌써 네 시에 문을 닫아요.	no_gloss
s25eda3050e	a1	Er sitzt im Park auf einer Bank und liest.	그는 공원 벤치에 앉아서 책을 읽어요.	no_gloss
s46b9f83ada	a1	Bei welcher Bank haben Sie Ihr Konto?	어느 은행에 계좌가 있으세요?	no_gloss
sc3aec66246	a1	Kommt, wir setzen uns auf diese Bank.	자, 우리 이 벤치에 앉아요.	no_gloss
s387d83d4db	a1	Kommt, wir setzen uns auf die Bank da vorne.	자, 우리 저 앞 벤치에 앉아요.	no_gloss
sd203808951	a1	Muss ich bar zahlen oder geht‘s auch mit Karte?	현금으로 내야 하나요, 아니면 카드도 되나요?	no_gloss
sae3166ea01	a1	Seit gestern tut mir der Bauch weh.	어제부터 배가 아파요.	no_gloss
s9530b88a46	a1	Mir tut der Bauch weh.	저는 배가 아파요.	no_gloss
s97e85215e3	a1	Vorsicht, fahr nicht an den Baum!	조심해, 나무에 부딪히지 마!	no_gloss
s5345026f7a	a1	Der Baum ist über hundert Jahre alt.	그 나무는 백 년이 넘었어요.	no_gloss
seeec62377f	a1	Wir haben zwei Apfelbäume im Garten.	우리는 정원에 사과나무가 두 그루 있어요.	no_gloss
safbd5e97f9	a1	Wir haben zwei Bäume im Garten.	우리는 정원에 나무가 두 그루 있어요.	no_gloss
se62527fe1b	a1	Fragen Sie die Beamtin am Schalter acht!	8번 창구의 직원에게 물어보세요!	no_gloss
s1f261db6fe	a1	Meine Frau ist Beamtin bei der Polizei.	제 아내는 경찰 공무원이에요.	no_gloss
seea4290029	a1	Was bedeutet das Wort?	그 단어는 무슨 뜻이에요?	no_gloss
s617c16a39f	a1	bedeutet	의미하다	no_gloss
s32292f50cc	a1	hat bedeutet	의미했다	no_gloss
s6f3333f180	a1	Was bedeutet dieses Wort?	이 단어는 무슨 뜻이에요?	no_gloss
s5a4e2037c5	a1	Ich bin krank. Das bedeutet, dass ich heute nicht arbeiten kann.	저는 아파요. 그건 오늘 일할 수 없다는 뜻이에요.	no_gloss
se3f158c669	a1	Das Spiel beginnt um 15.30 Uhr.	경기는 15시 30분에 시작해요.	no_gloss
s9564b57e6f	a1	beginnt	시작하다	no_gloss
se06a827473	a1	hat begonnen	시작했다	no_gloss
s1b78800063	a1	In zwei Wochen beginnen die Sommerferien.	2주 후에 여름 방학이 시작돼요.	no_gloss
s5adb2f3cf1	a1	Offenbach liegt bei Frankfurt.	오펜바흐는 프랑크푸르트 근처에 있어요.	no_gloss
sacb8f5614f	a1	Ich wohne bei meinen Eltern.	저는 부모님과 함께 살아요.	no_gloss
s162d88b6f3	a1	Bei uns regnet es heute.	저희 쪽은 오늘 비가 와요.	no_gloss
scd8b5f3059	a1	Er arbeitet bei der Polizei.	그는 경찰에서 일해요.	no_gloss
s8edd28c74d	a1	Bei uns ist das anders als hier.	저희 쪽은 여기와 달라요.	no_gloss
s7a36e50462	a1	Er arbeitet bei Siemens.	그는 지멘스에서 일해요.	no_gloss
s2845ff5bef	a1	Ich möchte euch nicht beim Essen stören.	식사하는데 방해하고 싶지 않아요.	no_gloss
s9b5ed91fc6	a1	Potsdam liegt bei Berlin.	포츠담은 베를린 근처에 있어요.	no_gloss
sc51ffe1913	a1	Bei uns ist das anders als bei euch. Wir essen kein Fleisch.	저희 쪽은 너희와 달라요. 저희는 고기를 안 먹어요.	no_gloss
sab1db94f2e	a1	Ich habe kein Geld bei mir.	저는 돈을 가지고 있지 않아요.	no_gloss
s21be0fb589	a1	Wir wollen euch nicht beim Essen stören.	저희는 너희 식사를 방해하고 싶지 않아요.	no_gloss
s2b8d7384e1	a1	Beide Eltern arbeiten.	부모님 두 분 다 일하세요.	no_gloss
sf3a6554364	a1	Wir kommen beide.	저희 둘 다 갈게요.	no_gloss
s38ad3b6eae	a1	Welche Bluse möchten Sie, die rote oder die grüne? - Ich nehme beide.	어느 블라우스를 원하세요, 빨간 거요 아니면 초록 거요? - 둘 다 살게요.	no_gloss
s46c3d70179	a1	Mein rechtes Bein tut weh.	제 오른쪽 다리가 아파요.	no_gloss
s1c7ee6e00c	a1	Andreas hat sich das Bein gebrochen.	안드레아스는 다리가 부러졌어요.	no_gloss
sadbdf52a81	a1	Kannst du mir ein Beispiel sagen?	예를 하나 들어 줄 수 있어?	no_gloss
s82afe529cf	a1	Können Sie mir ein Beispiel sagen?	예를 하나 들어 주실 수 있으세요?	no_gloss
sac771a6898	a1	Mein Freund hat viele Hobbys wie zum Beispiel Kochen, Tanzen, Fußballspielen.	제 친구는 요리, 춤, 축구 같은 취미가 많아요.	no_gloss
s1a64c33eb9	a1	Hier gibt’s so viele Sachen: beispielsweise Wurst, Obst, Brot …	여기엔 물건이 정말 많아요. 예를 들어 소시지, 과일, 빵…	no_gloss
sb5ebfaac9c	a1	Viele meiner Verwandten, z. B. meine beiden Brüder, arbeiten auch hier.	제 친척 중 많은 사람이, 예를 들어 제 두 형이 여기서 일해요.	no_gloss
s881eca92d5	a1	Mein Freund hat viele Hobbys, zum Beispiel Kochen, Lesen und Tanzen.	제 친구는 취미가 많아요, 예를 들어 요리, 독서, 춤이요.	no_gloss
seadb4b6c14	a1	Picasso ist sehr bekannt.	피카소는 아주 유명해요.	no_gloss
s88cd5fce45	a1	Picasso ist sehr bekannt. Er ist ein bekannter Maler.	피카소는 아주 유명해요. 그는 유명한 화가예요.	no_gloss
s774a5612a8	a1	Ein Bekannter von mir heißt Klaus.	제 지인 중 한 명은 이름이 클라우스예요.	no_gloss
s904e9dfb26	a1	Ein Onkel von mir ist ein bekannter Politiker.	제 삼촌 중 한 분은 유명한 정치인이에요.	no_gloss
s6f2b8a30eb	a1	Dieses Lied ist sehr bekannt.	이 노래는 아주 유명해요.	no_gloss
sdaa3588c26	a1	Ich nehme das da.	저는 저기 저걸로 할게요.	no_gloss
sa64f8239f4	a1	Hier ist der Brief, den du suchst.	여기 네가 찾는 편지가 있어.	no_gloss
s982af0a014	a1	Die Fahrkarte bekommst du am Bahnhof.	차표는 역에서 살 수 있어.	no_gloss
s9846cfefdb	a1	Ich schreibe einen Blog über Mode.	저는 패션에 관한 블로그를 써요.	no_gloss
s3650a8b6a6	a1	Mein Sohn liest immer nur Comics.	제 아들은 늘 만화책만 읽어요.	no_gloss
sa763710c44	a1	Viele Jugendliche hören den ganzen Tag Musik.	많은 청소년들이 하루 종일 음악을 들어요.	no_gloss
s02c12585fc	a1	Der Eintritt für Kinder und Jugendliche bis 16 Jahre ist frei.	16세까지 어린이와 청소년은 입장이 무료예요.	no_gloss
s3666af5334	a1	Ich brauche einen neuen Laptop.	저는 새 노트북이 필요해요.	no_gloss
s6f9e26cb9c	a1	Haben Sie meinen Brief bekommen?	제 편지 받으셨어요?	no_gloss
s504d58f2c6	a1	Was bekommen Sie?	무엇을 드릴까요?	no_gloss
s12a4a383c5	a1	Dieses Medikament bekommen Sie in der Apotheke.	이 약은 약국에서 사실 수 있어요.	no_gloss
seea1554973	a1	Aspirin bekommen Sie in der Apotheke.	아스피린은 약국에서 사실 수 있어요.	no_gloss
s7a31780874	a1	hat bekommen	받았다	no_gloss
s935c85b176	a1	Ich bekomme jeden Tag eine Spritze.	저는 매일 주사를 맞아요.	no_gloss
s7387513a9a	a1	Was bekommen Sie? – 5 kg Kartoffeln.	무엇을 드릴까요? – 감자 5kg요.	no_gloss
sea1787ba37	a1	Wir haben Besuch bekommen.	우리는 손님이 왔어요.	no_gloss
s36ce243676	a1	Laut Wetterbericht bekommen wir Regen.	일기예보에 따르면 비가 올 거예요.	no_gloss
s04dc1db98b	a1	Plötzlich bekam ich starke Kopfschmerzen.	갑자기 심한 두통이 왔어요.	no_gloss
s840189ea55	a1	Die Aufzüge bitte nicht benutzen!	엘리베이터를 사용하지 마세요!	no_gloss
se689a0f3c7	a1	benutzt	사용한다	no_gloss
s51d085f4c2	a1	hat benutzt	사용했다	no_gloss
sc1378af85e	a1	Benutzen Sie bitte die öffentlichen Verkehrsmittel.	대중교통을 이용해 주세요.	no_gloss
s46e6b8fdc3	a1	Was sind Sie von Beruf?	직업이 무엇인가요?	no_gloss
s271645cc86	a1	Was ist Ihr Beruf?	당신의 직업은 무엇인가요?	no_gloss
s24558e78ca	a1	Was bist du von Beruf?	너는 직업이 뭐야?	no_gloss
s56e5e6965c	a1	Die Nummer ist immer besetzt.	그 번호는 늘 통화 중이에요.	no_gloss
s52a88d3443	a1	Der Platz ist besetzt.	그 자리는 사람이 있어요.	no_gloss
s9866dba84c	a1	Ist dieser Platz frei? - Nein, er ist besetzt.	이 자리 비었나요? - 아니요, 자리 있어요.	no_gloss
s3f6b5a0a29	a1	Ich möchte gern den Dom besichtigen.	저는 대성당을 구경하고 싶어요.	no_gloss
sba140a2651	a1	Ich möchte gern das Schloss besichtigen.	저는 그 성을 구경하고 싶어요.	no_gloss
sc23e42dd41	a1	hat besichtigt	구경했다	no_gloss
sc30daf2a61	a1	Im Urlaub haben wir Schloss Schönbrunn besichtigt.	휴가 때 우리는 쇤브룬 궁전을 구경했어요.	no_gloss
s458511fb4e	a1	Es geht mir schon besser.	저는 벌써 좀 나아졌어요.	no_gloss
sf801c1097b	a1	Am besten treffen wir uns morgen.	내일 만나는 게 가장 좋겠어요.	no_gloss
s38eb4d1760	a1	Wir möchten bestellen, bitte.	주문할게요.	no_gloss
s9eb2a5dfed	a1	Dieses Buch haben wir nicht – sollen wir es für Sie bestellen?	이 책은 저희에게 없어요 – 주문해 드릴까요?	no_gloss
s329a69f0ff	a1	Wir möchten bitte bestellen.	저희 주문할게요.	no_gloss
s81afaacd30	a1	Dieses Buch haben wir nicht da. Sollen wir es für Sie bestellen?	이 책은 지금 없어요. 주문해 드릴까요?	no_gloss
s8553b34b87	a1	hat bestellt	주문했다	no_gloss
s6466b66720	a1	Wir haben Pizza bestellt.	우리는 피자를 주문했어요.	no_gloss
s46a67b1eee	a1	Ich bin für 16 Uhr zum Vorstellungsgespräch bestellt.	저는 16시에 면접이 잡혀 있어요.	no_gloss
s26e4b3eacf	a1	Ich soll Ihnen Grüße von Frau Meier bestellen.	마이어 씨가 안부 전해 달라고 하셨어요.	no_gloss
sed62e31625	a1	Darf ich dich besuchen?	너를 방문해도 될까?	no_gloss
s62e1274634	a1	Darf ich dich mal besuchen?	언제 한번 너를 찾아가도 될까?	no_gloss
s5d2db88e3a	a1	Möchtest du mich in den Ferien besuchen?	방학 때 나를 보러 올래?	no_gloss
s01cb3bc8cc	a1	hat besucht	방문했다	no_gloss
s8ef21ae24c	a1	Besuchen Sie uns doch mal.	언제 한번 저희를 방문해 주세요.	no_gloss
sd663d48148	a1	Sie müssen noch einen Kurs besuchen.	아직 강좌를 하나 더 들으셔야 해요.	no_gloss
sbc43e7d493	a1	Wir brauchen noch ein Kinderbett.	우리는 아기 침대가 하나 더 필요해요.	no_gloss
s58d6e1b49b	a1	Sie ist krank und muss heute im Bett bleiben.	그녀는 아파서 오늘 침대에 누워 있어야 해요.	no_gloss
s6735191103	a1	Wir wollten uns neue Betten kaufen.	우리는 새 침대를 사려고 했어요.	no_gloss
s63b4a81564	a1	Solange Sie Fieber haben, müssen Sie im Bett bleiben.	열이 있는 동안은 침대에 누워 계셔야 해요.	no_gloss
s2ad9e0b40d	a1	Wo muss ich bezahlen?	어디서 계산해야 하나요?	no_gloss
s6cdec3a4b5	a1	Wo kann ich bezahlen?	어디서 계산할 수 있나요?	no_gloss
s83dce2579e	a1	hat bezahlt	지불했다	no_gloss
s992b30cc70	a1	Hast du die Rechnung schon bezahlt?	너 계산서 벌써 냈어?	no_gloss
se1896cecd8	a1	Noch ein Bier bitte.	맥주 한 잔 더 주세요.	no_gloss
s2514f28de8	a1	Noch ein Bier, bitte.	맥주 한 잔 더 주세요.	no_gloss
s014c4e3db3	a1	Ein Bier, bitte!	맥주 하나 주세요!	no_gloss
sd613ea8339	a1	Hast du ein Bild von deinem Sohn?	네 아들 사진 있어?	no_gloss
sbc78fa098f	a1	Ein Bild von meinen Kindern hängt über meinem Schreibtisch.	제 아이들 사진이 책상 위에 걸려 있어요.	no_gloss
se867219027	a1	Die Jacke kostet nur 10 Euro!	그 재킷은 10유로밖에 안 해요!	no_gloss
se0eacb0e5a	a1	Die ist aber billig!	그거 정말 싸네요!	no_gloss
sf137af3b3e	a1	Das Wörterbuch kostet nur fünf Euro. - Fünf Euro? Das ist aber billig!	그 사전은 5유로밖에 안 해요. - 5유로요? 정말 싸네요!	no_gloss
s868596f53a	a1	Dieses Buch ist nicht ganz billig.	이 책은 그렇게 싸지는 않아요.	no_gloss
s13af8c2dc5	a1	Ein Kilo Birnen, bitte!	배 1킬로 주세요!	no_gloss
s438961fe90	a1	Möchten Sie Obst? Die Birnen sind heute besonders schön.	과일 드릴까요? 오늘은 배가 특히 좋아요.	no_gloss
sccfaf4dcd2	a1	Ich fahre nur bis Stuttgart.	저는 슈투트가르트까지만 가요.	no_gloss
s51feaf7e5a	a1	Ich warte bis morgen.	저는 내일까지 기다릴게요.	no_gloss
s069822c47f	a1	Ich warte bis Freitag.	저는 금요일까지 기다릴게요.	no_gloss
sedfbc60837	a1	Tschüss, bis gleich!	안녕, 이따 봐!	no_gloss
sb91d404cfc	a1	Die Linie 8 fährt nur bis zum Hauptbahnhof.	8번 노선은 중앙역까지만 가요.	no_gloss
s1d94f10c1b	a1	Bis wann können Sie bleiben?	언제까지 머무를 수 있어요?	no_gloss
s0a6a708910	a1	Tschüs. Bis gleich!	안녕. 이따 봐!	no_gloss
s0a01ab36ec	a1	Einige Züge hatten bis zu zwei Stunden Verspätung.	몇몇 기차는 최대 두 시간까지 연착됐어요.	no_gloss
sa087440e6e	a1	Für die Renovierung brauchen wir drei bis vier Tage.	수리에는 사흘에서 나흘이 필요해요.	no_gloss
s6a6b7e91b2	a1	Warte hier, bis ich zurückkomme.	내가 돌아올 때까지 여기서 기다려.	no_gloss
s0c5a874d57	a1	Ich spreche Englisch, Französisch und ein bisschen Deutsch.	저는 영어, 프랑스어, 그리고 독일어를 조금 해요.	no_gloss
s84e3dd8ed1	a1	Können Sie bitte ein bisschen lauter sprechen?	조금만 더 크게 말씀해 주시겠어요?	no_gloss
s33a845431d	a1	Ich spreche ein bisschen Französisch.	저는 프랑스어를 조금 해요.	no_gloss
s09ab566122	a1	Möchten Sie noch ein bisschen Salat?	샐러드 조금 더 드릴까요?	no_gloss
s34fe65954e	a1	Eine Tasse Kaffee, bitte!	커피 한 잔 주세요!	no_gloss
s9fbd365d38	a1	Sprechen Sie bitte leise!	조용히 말씀해 주세요!	no_gloss
s2ac01ea979	a1	Eine Tasse Kaffee bitte! - Bitte schön!	커피 한 잔 주세요! - 여기 있습니다!	no_gloss
sb1af7e46ed	a1	Wie bitte? Sprechen Sie bitte ein bisschen lauter!	네? 조금만 더 크게 말씀해 주세요!	no_gloss
sb0b9ee71bb	a1	Bitte schön!	여기 있습니다!	no_gloss
s9a738c623a	a1	Wie bitte? Was haben Sie gesagt?	네? 뭐라고 하셨어요?	no_gloss
sca4016f9fa	a1	Sprechen Sie bitte langsam.	천천히 말씀해 주세요.	no_gloss
sbafc819e24	a1	Ich habe noch eine Bitte.	부탁이 하나 더 있어요.	no_gloss
s540735ea61	a1	Ich habe eine Bitte. Kann ich mal Ihr Handy benutzen?	부탁이 하나 있어요. 휴대폰 좀 써도 될까요?	no_gloss
sba68de698b	a1	Darf ich Sie um etwas bitten?	뭔가 좀 부탁드려도 될까요?	no_gloss
sb52414c29e	a1	bittet	부탁해요	no_gloss
s0cbff352bf	a1	hat gebeten	부탁했어요	no_gloss
s4749f18013	a1	Darf ich Sie bitten, kurz zuzuhören?	잠깐 들어 주시길 부탁드려도 될까요?	no_gloss
s4ee4a8366a	a1	Der Kaffee schmeckt bitter.	커피가 쓴맛이 나요.	no_gloss
saec6a90276	a1	Kaffee ohne Zucker schmeckt bitter.	설탕 없는 커피는 써요.	no_gloss
sd3407ea8c0	a1	Hast du Zucker? Der Tee ist sehr bitter.	설탕 있어? 차가 아주 써.	no_gloss
sfab0d8364a	a1	Ich bleibe heute zu Hause.	저는 오늘 집에 있을 거예요.	no_gloss
sf17901a201	a1	Wir bleiben nur bis morgen.	우리는 내일까지만 머물러요.	no_gloss
s115248a67b	a1	Wir bleiben drei Tage in Berlin.	우리는 베를린에 사흘 동안 머물러요.	no_gloss
sa581119f18	a1	bleibt	머물러요	no_gloss
s7b9a57d1c5	a1	ist geblieben	머물렀어요	no_gloss
s15fd1cf22b	a1	Im Juni und Juli bleibt unser Geschäft samstags geschlossen.	6월과 7월에 저희 가게는 토요일마다 문을 닫습니다.	no_gloss
s532e0cad5e	a1	Bleiben Sie bitte am Apparat.	끊지 말고 기다려 주세요.	no_gloss
s97a8351826	a1	Bleiben Sie doch sitzen!	그냥 앉아 계세요!	no_gloss
s11ca4aa720	a1	Hast du einen Bleistift?	연필 있어?	no_gloss
s4cc4a73161	a1	Hast du einen Bleistift für mich?	나한테 줄 연필 있어?	no_gloss
sa10e5e27e5	a1	Von diesem Hotel hat man einen guten Blick auf den Rhein.	이 호텔에서는 라인강이 잘 보여요.	no_gloss
secd18073fb	a1	Von hier hat man einen tollen Blick über die Stadt.	여기서는 도시 전경이 아주 멋지게 보여요.	no_gloss
s8e6688f420	a1	Gefallen dir die Blumen?	그 꽃들 마음에 들어?	no_gloss
s0381e91a6c	a1	Wir haben meiner Mutter Blumen zum Geburtstag geschenkt.	우리는 어머니께 생일 선물로 꽃을 드렸어요.	no_gloss
s5e50109cf6	a1	Schreiben Sie Ihre Lösungen bitte auf den Antwortbogen.	답을 답안지에 적어 주세요.	no_gloss
s99ee996de5	a1	Bitte schreiben Sie Ihren Namen auf den Antwortbogen.	이름을 답안지에 적어 주세요.	no_gloss
s4996c23686	a1	Sie ist böse auf mich.	그녀는 저에게 화가 나 있어요.	no_gloss
sa17398364a	a1	Sie ist richtig böse auf mich.	그녀는 저에게 단단히 화가 나 있어요.	no_gloss
s20ff427afb	a1	Ich habe dein Buch vergessen. Hoffentlich bist du mir nicht böse.	네 책을 깜빡했어. 나한테 화 안 났으면 좋겠어.	no_gloss
s066ce0a195	a1	Ich habe das Buch leider vergessen. Hoffentlich bist du mir nicht böse.	안타깝게도 그 책을 깜빡했어. 나한테 화 안 났으면 좋겠어.	no_gloss
s26d73b4c98	a1	Mach nicht so ein böses Gesicht!	그렇게 화난 표정 짓지 마!	no_gloss
sa1cf1d6d08	a1	Ich bin böse auf dich, du bist wieder nicht gekommen!	너한테 화났어. 또 안 왔잖아!	no_gloss
s254ce01ee6	a1	Zeig mal! Du hast dich verletzt? Das sieht aber böse aus.	보여줘 봐! 다쳤어? 심해 보이는데.	no_gloss
sbeab350207	a1	Brauchst du die Zeitung noch?	신문 아직 필요해?	no_gloss
sa84d91453b	a1	Ich brauche ein neues Auto.	저는 새 차가 필요해요.	no_gloss
s85716d75a0	a1	Brauchst du die Zeitung noch oder kann ich sie haben?	신문 아직 필요해, 아니면 내가 가져도 돼?	no_gloss
sa83e2f27e3	a1	hat gebraucht	필요했어요	no_gloss
sd8892e209b	a1	Ich brauche ein Auto.	저는 차가 필요해요.	no_gloss
see6e9ed3ae	a1	Meine Großmutter ist krank. Sie braucht viel Ruhe.	제 할머니는 편찮으세요. 휴식이 많이 필요해요.	no_gloss
s305cb13612	a1	Ich habe für die Renovierung eine Woche gebraucht.	저는 수리에 일주일이 걸렸어요.	no_gloss
s845e351576	a1	Sie brauchen morgen nicht zu kommen. Ich schaffe das alleine.	내일 오실 필요 없어요. 혼자 할 수 있어요.	no_gloss
s5a2cf75784	a1	Wie breit ist der Schrank?	그 장롱은 폭이 얼마예요?	no_gloss
s085fb55046	a1	Der Teppich ist zwei Meter lang und einen Meter breit.	그 카펫은 길이 2미터, 폭 1미터예요.	no_gloss
